i,u,eta_F,load,power,prod,eff,eff_m,prod_m,power_m
1025,1.569566078,0.786625475,0.160046567,0.160046567,3.016580789,18.84814424,22.80465801,22.49396234,0.000174927
1026,1.569750354,0.786883766,0.160221519,0.160221519,3.020515265,18.85211975,22.72343033,22.48892677,0.000174952
1027,1.569934517,0.787141472,0.160396496,0.160396496,3.024449425,18.85608165,22.64246909,22.48389245,0.000174977
1028,1.570118568,0.787398594,0.160571498,0.160571498,3.02838327,18.86003001,22.56177333,22.47885939,0.000175002
1029,1.570302505,0.787655134,0.160746525,0.160746525,3.032316797,18.86396485,22.48134212,22.47382763,0.000175027
1030,1.570486331,0.787911094,0.160921577,0.160921577,3.036250008,18.86788622,22.40117453,22.46879718,0.000175052
1031,1.570670044,0.788166475,0.161096654,0.161096654,3.040182901,18.87179417,22.32126962,22.46376808,0.000175077
1032,1.570853645,0.788421279,0.161271757,0.161271757,3.044115477,18.87568873,22.24162647,22.45874034,0.000175102
1033,1.571037135,0.788675508,0.161446884,0.161446884,3.048047736,18.87956994,22.16224415,22.45371398,0.000175127
1034,1.571220513,0.788929162,0.161622036,0.161622036,3.051979676,18.88343785,22.08312174,22.44868904,0.000175152
1035,1.57140378,0.789182244,0.161797214,0.161797214,3.055911298,18.8872925,22.00425832,22.44366553,0.000175177
1036,1.571586935,0.789434756,0.161972416,0.161972416,3.059842601,18.89113393,21.92565299,22.43864348,0.000175202
1037,1.57176998,0.789686698,0.162147643,0.162147643,3.063773586,18.89496217,21.84730483,22.43362291,0.000175227
1038,1.571952913,0.789938072,0.162322896,0.162322896,3.067704251,18.89877728,21.76921293,22.42860385,0.000175252
1039,1.572135737,0.790188881,0.162498173,0.162498173,3.071634596,18.90257928,21.69137638,22.42358631,0.000175277
1040,1.572318449,0.790439125,0.162673475,0.162673475,3.075564622,18.90636823,21.6137943,22.41857031,0.000175302
1041,1.572501052,0.790688806,0.162848802,0.162848802,3.079494328,18.91014416,21.53646577,22.41355589,0.000175327
1042,1.572683544,0.790937925,0.163024154,0.163024154,3.083423713,18.91390711,21.45938991,22.40854305,0.000175352
1043,1.572865927,0.791186485,0.163199531,0.163199531,3.087352778,18.91765712,21.38256582,22.40353183,0.000175377
1044,1.5730482,0.791434486,0.163374933,0.163374933,3.091281522,18.92139423,21.30599262,22.39852224,0.000175402
1045,1.573230364,0.791681931,0.16355036,0.16355036,3.095209945,18.92511848,21.22966941,22.39351431,0.000175427
1046,1.573412418,0.79192882,0.163725812,0.163725812,3.099138047,18.92882992,21.15359533,22.38850805,0.000175452
1047,1.573594363,0.792175156,0.163901288,0.163901288,3.103065827,18.93252857,21.07776949,22.38350349,0.000175477
1048,1.5737762,0.79242094,0.16407679,0.16407679,3.106993285,18.93621448,21.00219101,22.37850065,0.000175501
1049,1.573957927,0.792666173,0.164252316,0.164252316,3.110920421,18.9398877,20.92685903,22.37349955,0.000175526
1050,1.574139546,0.792910856,0.164427867,0.164427867,3.114847235,18.94354825,20.85177267,22.3685002,0.000175551
1051,1.574321057,0.793154992,0.164603443,0.164603443,3.118773726,18.94719618,20.77693107,22.36350264,0.000175576
1052,1.57450246,0.793398582,0.164779044,0.164779044,3.122699895,18.95083152,20.70233336,22.35850687,0.000175601
1053,1.574683755,0.793641628,0.164954669,0.164954669,3.12662574,18.95445432,20.6279787,22.35351292,0.000175625
1054,1.574864941,0.79388413,0.165130319,0.165130319,3.130551263,18.95806461,20.55386621,22.34852081,0.00017565
1055,1.575046021,0.79412609,0.165305994,0.165305994,3.134476462,18.96166243,20.47999505,22.34353055,0.000175675
1056,1.575226993,0.794367511,0.165481694,0.165481694,3.138401338,18.96524782,20.40636438,22.33854218,0.0001757
1057,1.575407858,0.794608392,0.165657419,0.165657419,3.14232589,18.96882082,20.33297333,22.3335557,0.000175724
1058,1.575588615,0.794848737,0.165833168,0.165833168,3.146250118,18.97238147,20.25982106,22.32857113,0.000175749
1059,1.575769266,0.795088546,0.166008942,0.166008942,3.150174021,18.9759298,20.18690675,22.32358849,0.000175774
1060,1.57594981,0.79532782,0.16618474,0.16618474,3.154097601,18.97946585,20.11422954,22.31860781,0.000175799
1061,1.576130248,0.795566562,0.166360563,0.166360563,3.158020856,18.98298967,20.04178861,22.3136291,0.000175823
1062,1.576310579,0.795804772,0.166536411,0.166536411,3.161943786,18.98650128,19.96958311,22.30865237,0.000175848
1063,1.576490805,0.796042453,0.166712284,0.166712284,3.165866391,18.99000072,19.89761223,22.30367766,0.000175873
1064,1.576670924,0.796279605,0.166888181,0.166888181,3.169788672,18.99348804,19.82587514,22.29870496,0.000175897
1065,1.576850937,0.79651623,0.167064103,0.167064103,3.173710627,18.99696326,19.75437102,22.29373431,0.000175922
1066,1.577030845,0.79675233,0.167240049,0.167240049,3.177632257,19.00042644,19.68309904,22.28876572,0.000175946
1067,1.577210648,0.796987905,0.167416021,0.167416021,3.181553561,19.00387759,19.61205839,22.2837992,0.000175971
1068,1.577390345,0.797222958,0.167592016,0.167592016,3.185474539,19.00731677,19.54124825,22.27883478,0.000175996
1069,1.577569937,0.79745749,0.167768036,0.167768036,3.189395192,19.010744,19.47066782,22.27387247,0.00017602
1070,1.577749425,0.797691502,0.167944081,0.167944081,3.193315519,19.01415932,19.40031629,22.26891229,0.000176045
1071,1.577928807,0.797924995,0.168120151,0.168120151,3.19723552,19.01756278,19.33019285,22.26395426,0.000176069
1072,1.578108086,0.798157971,0.168296245,0.168296245,3.201155194,19.0209544,19.2602967,22.25899838,0.000176094
1073,1.578287259,0.798390432,0.168472363,0.168472363,3.205074542,19.02433422,19.19062704,22.25404469,0.000176118
1074,1.578466329,0.798622379,0.168648506,0.168648506,3.208993564,19.02770228,19.12118308,22.24909318,0.000176143
1075,1.578645295,0.798853813,0.168824674,0.168824674,3.212912258,19.03105862,19.05196402,22.24414389,0.000176167
1076,1.578824157,0.799084736,0.169000865,0.169000865,3.216830626,19.03440327,18.98296907,22.23919682,0.000176192
1077,1.579002915,0.799315149,0.169177082,0.169177082,3.220748668,19.03773626,18.91419745,22.234252,0.000176216
1078,1.579181569,0.799545053,0.169353323,0.169353323,3.224666382,19.04105764,18.84564837,22.22930944,0.000176241
1079,1.579360121,0.79977445,0.169529588,0.169529588,3.228583769,19.04436743,18.77732106,22.22436914,0.000176265
1080,1.579538569,0.800003341,0.169705878,0.169705878,3.232500829,19.04766567,18.70921472,22.21943114,0.00017629
1081,1.579716914,0.800231728,0.169882192,0.169882192,3.236417561,19.0509524,18.64132859,22.21449544,0.000176314
1082,1.579895157,0.800459611,0.170058531,0.170058531,3.240333966,19.05422766,18.57366189,22.20956206,0.000176339
1083,1.580073297,0.800686993,0.170234894,0.170234894,3.244250043,19.05749147,18.50621385,22.20463102,0.000176363
1084,1.580251334,0.800913875,0.170411282,0.170411282,3.248165793,19.06074388,18.43898372,22.19970232,0.000176387
1085,1.58042927,0.801140258,0.170587694,0.170587694,3.252081215,19.06398491,18.37197071,22.19477599,0.000176412
1086,1.580607103,0.801366143,0.17076413,0.17076413,3.255996309,19.06721461,18.30517407,22.18985203,0.000176436
1087,1.580784834,0.801591532,0.17094059,0.17094059,3.259911076,19.070433,18.23859304,22.18493047,0.000176461
1088,1.580962463,0.801816426,0.171117075,0.171117075,3.263825514,19.07364013,18.17222687,22.18001132,0.000176485
1089,1.581139991,0.802040827,0.171293585,0.171293585,3.267739624,19.07683602,18.1060748,22.17509458,0.000176509
1090,1.581317418,0.802264735,0.171470118,0.171470118,3.271653406,19.08002071,18.04013608,22.17018028,0.000176534
1091,1.581494743,0.802488152,0.171646676,0.171646676,3.27556686,19.08319423,17.97440996,22.16526843,0.000176558
1092,1.581671967,0.80271108,0.171823258,0.171823258,3.279479986,19.08635662,17.90889571,22.16035905,0.000176582
1093,1.58184909,0.80293352,0.171999865,0.171999865,3.283392783,19.08950792,17.84359256,22.15545213,0.000176607
1094,1.582026113,0.803155472,0.172176496,0.172176496,3.287305252,19.09264815,17.7784998,22.15054771,0.000176631
1095,1.582203034,0.80337694,0.172353151,0.172353151,3.291217392,19.09577735,17.71361668,22.14564579,0.000176655
1096,1.582379856,0.803597923,0.17252983,0.17252983,3.295129204,19.09889555,17.64894246,22.14074639,0.000176679
1097,1.582556577,0.803818423,0.172706534,0.172706534,3.299040687,19.10200279,17.58447641,22.13584952,0.000176704
1098,1.582733198,0.804038441,0.172883261,0.172883261,3.302951842,19.1050991,17.52021782,22.13095519,0.000176728
1099,1.582909719,0.804257979,0.173060013,0.173060013,3.306862668,19.10818451,17.45616594,22.12606341,0.000176752
1100,1.583086141,0.804477038,0.17323679,0.17323679,3.310773165,19.11125906,17.39232006,22.1211742,0.000176776
1101,1.583262463,0.804695619,0.17341359,0.17341359,3.314683333,19.11432278,17.32867945,22.11628758,0.0001768
1102,1.583438685,0.804913724,0.173590415,0.173590415,3.318593173,19.1173757,17.26524341,22.11140354,0.000176825
1103,1.583614808,0.805131353,0.173767263,0.173767263,3.322502683,19.12041785,17.2020112,22.10652211,0.000176849
1104,1.583790832,0.805348509,0.173944136,0.173944136,3.326411865,19.12344927,17.13898213,22.10164329,0.000176873
1105,1.583966757,0.805565192,0.174121033,0.174121033,3.330320718,19.12647,17.07615547,22.09676711,0.000176897
1106,1.584142584,0.805781404,0.174297954,0.174297954,3.334229242,19.12948005,17.01353053,22.09189356,0.000176921
1107,1.584318312,0.805997146,0.1744749,0.1744749,3.338137437,19.13247947,16.9511066,22.08702267,0.000176945
1108,1.584493941,0.806212419,0.174651869,0.174651869,3.342045303,19.13546828,16.88888297,22.08215445,0.000176969
1109,1.584669472,0.806427224,0.174828863,0.174828863,3.34595284,19.13844653,16.82685894,22.0772889,0.000176994
1110,1.584844905,0.806641563,0.17500588,0.17500588,3.349860048,19.14141424,16.76503383,22.07242603,0.000177018
1111,1.585020239,0.806855437,0.175182922,0.175182922,3.353766927,19.14437143,16.70340692,22.06756587,0.000177042
1112,1.585195477,0.807068848,0.175359988,0.175359988,3.357673477,19.14731816,16.64197754,22.06270841,0.000177066
1113,1.585370616,0.807281796,0.175537078,0.175537078,3.361579698,19.15025444,16.58074499,22.05785368,0.00017709
1114,1.585545658,0.807494282,0.175714191,0.175714191,3.36548559,19.15318031,16.51970859,22.05300168,0.000177114
1115,1.585720602,0.807706309,0.175891329,0.175891329,3.369391153,19.1560958,16.45886765,22.04815242,0.000177138
1116,1.58589545,0.807917877,0.176068491,0.176068491,3.373296387,19.15900094,16.39822149,22.04330591,0.000177162
1117,1.5860702,0.808128987,0.176245677,0.176245677,3.377201292,19.16189576,16.33776943,22.03846217,0.000177186
1118,1.586244854,0.808339641,0.176422887,0.176422887,3.381105867,19.1647803,16.27751079,22.0336212,0.00017721
1119,1.586419411,0.80854984,0.176600121,0.176600121,3.385010114,19.16765458,16.2174449,22.02878302,0.000177234
1120,1.586593871,0.808759585,0.176777379,0.176777379,3.388914032,19.17051863,16.15757108,22.02394764,0.000177258
1121,1.586768235,0.808968877,0.17695466,0.17695466,3.39281762,19.1733725,16.09788868,22.01911506,0.000177282
1122,1.586942503,0.809177718,0.177131966,0.177131966,3.39672088,19.1762162,16.03839701,22.01428529,0.000177306
1123,1.587116674,0.809386109,0.177309296,0.177309296,3.400623811,19.17904976,15.97909542,22.00945836,0.00017733
1124,1.58729075,0.80959405,0.17748665,0.17748665,3.404526413,19.18187323,15.91998325,22.00463425,0.000177354
1125,1.58746473,0.809801544,0.177664027,0.177664027,3.408428686,19.18468663,15.86105983,21.999813,0.000177378
1126,1.587638614,0.810008591,0.177841429,0.177841429,3.41233063,19.18748998,15.80232451,21.99499459,0.000177401
1127,1.587812403,0.810215193,0.178018854,0.178018854,3.416232245,19.19028333,15.74377663,21.99017905,0.000177425
1128,1.587986096,0.810421351,0.178196303,0.178196303,3.420133532,19.19306669,15.68541554,21.98536639,0.000177449
1129,1.588159695,0.810627065,0.178373776,0.178373776,3.424034489,19.19584011,15.62724059,21.98055661,0.000177473
1130,1.588333198,0.810832338,0.178551273,0.178551273,3.427935118,19.1986036,15.56925114,21.97574972,0.000177497
1131,1.588506607,0.81103717,0.178728794,0.178728794,3.431835418,19.20135721,15.51144653,21.97094574,0.000177521
1132,1.58867992,0.811241562,0.178906339,0.178906339,3.43573539,19.20410095,15.45382613,21.96614466,0.000177545
1133,1.58885314,0.811445517,0.179083907,0.179083907,3.439635033,19.20683486,15.3963893,21.9613465,0.000177568
1134,1.589026265,0.811649034,0.1792615,0.1792615,3.443534347,19.20955898,15.33913539,21.95655128,0.000177592
1135,1.589199295,0.811852115,0.179439116,0.179439116,3.447433333,19.21227332,15.28206378,21.95175899,0.000177616
1136,1.589372232,0.812054761,0.179616755,0.179616755,3.45133199,19.21497792,15.22517382,21.94696964,0.00017764
1137,1.589545074,0.812256973,0.179794419,0.179794419,3.455230319,19.2176728,15.1684649,21.94218325,0.000177664
1138,1.589717823,0.812458753,0.179972107,0.179972107,3.45912832,19.220358,15.11193637,21.93739982,0.000177687
1139,1.589890478,0.812660102,0.180149818,0.180149818,3.463025992,19.22303355,15.05558761,21.93261937,0.000177711
1140,1.59006304,0.812861021,0.180327553,0.180327553,3.466923336,19.22569947,14.99941801,21.92784189,0.000177735
1141,1.590235508,0.81306151,0.180505311,0.180505311,3.470820352,19.22835579,14.94342693,21.9230674,0.000177759
1142,1.590407884,0.813261572,0.180683094,0.180683094,3.47471704,19.23100255,14.88761376,21.91829591,0.000177782
1143,1.590580166,0.813461206,0.1808609,0.1808609,3.478613399,19.23363977,14.83197788,21.91352742,0.000177806
1144,1.590752355,0.813660415,0.18103873,0.18103873,3.482509431,19.23626747,14.77651868,21.90876194,0.00017783
1145,1.590924452,0.8138592,0.181216583,0.181216583,3.486405135,19.2388857,14.72123554,21.90399948,0.000177854
1146,1.591096455,0.814057561,0.181394461,0.181394461,3.490300511,19.24149447,14.66612786,21.89924005,0.000177877
1147,1.591268367,0.8142555,0.181572362,0.181572362,3.494195559,19.24409381,14.61119502,21.89448365,0.000177901
1148,1.591440186,0.814453018,0.181750286,0.181750286,3.49809028,19.24668376,14.55643642,21.8897303,0.000177925
1149,1.591611913,0.814650116,0.181928234,0.181928234,3.501984673,19.24926434,14.50185146,21.88497999,0.000177948
1150,1.591783548,0.814846795,0.182106206,0.182106206,3.505878738,19.25183558,14.44743953,21.88023274,0.000177972
1151,1.591955091,0.815043056,0.182284202,0.182284202,3.509772477,19.2543975,14.39320004,21.87548855,0.000177995
1152,1.592126542,0.8152389,0.182462221,0.182462221,3.513665887,19.25695014,14.33913239,21.87074744,0.000178019
1153,1.592297902,0.815434329,0.182640263,0.182640263,3.517558971,19.25949352,14.28523599,21.8660094,0.000178043
1154,1.59246917,0.815629344,0.18281833,0.18281833,3.521451727,19.26202767,14.23151024,21.86127445,0.000178066
1155,1.592640347,0.815823945,0.18299642,0.18299642,3.525344156,19.26455262,14.17795455,21.85654259,0.00017809
1156,1.592811433,0.816018133,0.183174533,0.183174533,3.529236259,19.2670684,14.12456833,21.85181383,0.000178113
1157,1.592982428,0.816211911,0.18335267,0.18335267,3.533128034,19.26957503,14.07135101,21.84708818,0.000178137
1158,1.593153332,0.816405278,0.183530831,0.183530831,3.537019483,19.27207254,14.01830199,21.84236564,0.000178161
1159,1.593324145,0.816598237,0.183709015,0.183709015,3.540910605,19.27456095,13.96542069,21.83764621,0.000178184
1160,1.593494868,0.816790787,0.183887223,0.183887223,3.5448014,19.2770403,13.91270654,21.83292992,0.000178208
1161,1.593665501,0.816982931,0.184065454,0.184065454,3.548691869,19.27951062,13.86015895,21.82821675,0.000178231
1162,1.593836043,0.817174669,0.184243708,0.184243708,3.552582012,19.28197192,13.80777735,21.82350672,0.000178255
1163,1.594006494,0.817366002,0.184421987,0.184421987,3.556471828,19.28442424,13.75556118,21.81879984,0.000178278
1164,1.594176856,0.817556931,0.184600288,0.184600288,3.560361318,19.28686759,13.70350985,21.8140961,0.000178302
1165,1.594347128,0.817747458,0.184778613,0.184778613,3.564250483,19.28930202,13.6516228,21.80939553,0.000178325
1166,1.59451731,0.817937584,0.184956962,0.184956962,3.568139321,19.29172755,13.59989947,21.80469811,0.000178349
1167,1.594687403,0.818127309,0.185135334,0.185135334,3.572027833,19.29414419,13.54833928,21.80000387,0.000178372
1168,1.594857406,0.818316634,0.18531373,0.18531373,3.57591602,19.29655199,13.49694167,21.79531279,0.000178396
1169,1.59502732,0.818505562,0.185492149,0.185492149,3.579803881,19.29895096,13.4457061,21.7906249,0.000178419
1170,1.595197145,0.818694091,0.185670591,0.185670591,3.583691417,19.30134113,13.39463199,21.78594019,0.000178442
1171,1.595366881,0.818882225,0.185849057,0.185849057,3.587578627,19.30372252,13.34371879,21.78125868,0.000178466
1172,1.595536527,0.819069964,0.186027546,0.186027546,3.591465513,19.30609517,13.29296594,21.77658036,0.000178489
1173,1.595706085,0.819257308,0.186206059,0.186206059,3.595352073,19.30845911,13.2423729,21.77190524,0.000178513
1174,1.595875555,0.819444259,0.186384595,0.186384595,3.599238308,19.31081434,13.19193912,21.76723333,0.000178536
1175,1.596044936,0.819630818,0.186563154,0.186563154,3.603124218,19.31316091,13.14166404,21.76256464,0.000178559
1176,1.596214228,0.819816986,0.186741737,0.186741737,3.607009804,19.31549883,13.09154712,21.75789916,0.000178583
1177,1.596383433,0.820002764,0.186920343,0.186920343,3.610895065,19.31782814,13.04158782,21.7532369,0.000178606
1178,1.596552549,0.820188153,0.187098973,0.187098973,3.614780002,19.32014886,12.99178559,21.74857788,0.000178629
1179,1.596721578,0.820373154,0.187277625,0.187277625,3.618664615,19.32246101,12.9421399,21.74392208,0.000178653
1180,1.596890518,0.820557768,0.187456302,0.187456302,3.622548903,19.32476462,12.8926502,21.73926953,0.000178676
1181,1.597059371,0.820741995,0.187635001,0.187635001,3.626432867,19.32705971,12.84331596,21.73462022,0.000178699
1182,1.597228136,0.820925838,0.187813724,0.187813724,3.630316508,19.32934631,12.79413665,21.72997415,0.000178723
1183,1.597396814,0.821109298,0.18799247,0.18799247,3.634199824,19.33162445,12.74511173,21.72533134,0.000178746
1184,1.597565405,0.821292374,0.188171239,0.188171239,3.638082818,19.33389415,12.69624067,21.72069179,0.000178769
1185,1.597733909,0.821475068,0.188350032,0.188350032,3.641965487,19.33615543,12.64752295,21.7160555,0.000178793
1186,1.597902326,0.821657381,0.188528847,0.188528847,3.645847834,19.33840832,12.59895805,21.71142247,0.000178816
1187,1.598070655,0.821839314,0.188707687,0.188707687,3.649729857,19.34065285,12.55054542,21.70679272,0.000178839
1188,1.598238898,0.822020868,0.188886549,0.188886549,3.653611557,19.34288904,12.50228456,21.70216624,0.000178862
1189,1.598407055,0.822202045,0.189065435,0.189065435,3.657492935,19.34511691,12.45417494,21.69754304,0.000178886
1190,1.598575125,0.822382844,0.189244343,0.189244343,3.66137399,19.34733649,12.40621605,21.69292312,0.000178909
1191,1.598743109,0.822563268,0.189423275,0.189423275,3.665254722,19.34954781,12.35840736,21.68830649,0.000178932
1192,1.598911006,0.822743316,0.189602231,0.189602231,3.669135132,19.35175088,12.31074837,21.68369316,0.000178955
1193,1.599078818,0.82292299,0.189781209,0.189781209,3.67301522,19.35394574,12.26323855,21.67908312,0.000178978
1194,1.599246543,0.823102292,0.189960211,0.189960211,3.676894985,19.3561324,12.21587741,21.67447638,0.000179002
1195,1.599414183,0.823281221,0.190139235,0.190139235,3.680774429,19.35831089,12.16866442,21.66987295,0.000179025
1196,1.599581737,0.823459779,0.190318283,0.190318283,3.684653551,19.36048124,12.12159909,21.66527282,0.000179048
1197,1.599749206,0.823637967,0.190497354,0.190497354,3.688532351,19.36264346,12.07468091,21.660676,0.000179071
1198,1.599916589,0.823815785,0.190676448,0.190676448,3.69241083,19.36479759,12.02790937,21.65608251,0.000179094
1199,1.600083887,0.823993236,0.190855566,0.190855566,3.696288988,19.36694365,11.98128398,21.65149233,0.000179117
1200,1.600251099,0.824170319,0.191034706,0.191034706,3.700166825,19.36908165,11.93480423,21.64690547,0.00017914
1201,1.600418227,0.824347036,0.19121387,0.19121387,3.704044341,19.37121164,11.88846962,21.64232194,0.000179164
1202,1.60058527,0.824523388,0.191393057,0.191393057,3.707921536,19.37333361,11.84227966,21.63774174,0.000179187
1203,1.600752228,0.824699375,0.191572266,0.191572266,3.711798411,19.37544761,11.79623386,21.63316487,0.00017921
1204,1.600919101,0.824874999,0.191751499,0.191751499,3.715674965,19.37755366,11.75033173,21.62859134,0.000179233
1205,1.60108589,0.82505026,0.191930755,0.191930755,3.719551199,19.37965177,11.70457276,21.62402115,0.000179256
1206,1.601252595,0.825225159,0.192110034,0.192110034,3.723427113,19.38174198,11.65895649,21.6194543,0.000179279
1207,1.601419215,0.825399698,0.192289336,0.192289336,3.727302707,19.3838243,11.6134824,21.6148908,0.000179302
1208,1.601585751,0.825573878,0.192468661,0.192468661,3.731177981,19.38589876,11.56815004,21.61033065,0.000179325
1209,1.601752204,0.825747698,0.192648009,0.192648009,3.735052936,19.38796538,11.5229589,21.60577385,0.000179348
1210,1.601918572,0.825921161,0.19282738,0.19282738,3.738927572,19.39002419,11.4779085,21.60122041,0.000179371
1211,1.602084856,0.826094267,0.193006775,0.193006775,3.742801888,19.3920752,11.43299838,21.59667033,0.000179394
1212,1.602251057,0.826267016,0.193186192,0.193186192,3.746675885,19.39411844,11.38822804,21.59212361,0.000179417
1213,1.602417175,0.826439411,0.193365632,0.193365632,3.750549564,19.39615394,11.34359702,21.58758025,0.00017944
1214,1.602583209,0.826611452,0.193545095,0.193545095,3.754422924,19.39818171,11.29910484,21.58304026,0.000179463
1215,1.60274916,0.826783139,0.193724581,0.193724581,3.758295966,19.40020178,11.25475102,21.57850364,0.000179486
1216,1.602915028,0.826954474,0.19390409,0.19390409,3.762168689,19.40221418,11.2105351,21.5739704,0.000179509
1217,1.603080813,0.827125457,0.194083622,0.194083622,3.766041095,19.40421891,11.16645661,21.56944052,0.000179532
1218,1.603246515,0.82729609,0.194263177,0.194263177,3.769913182,19.40621602,11.12251508,21.56491403,0.000179555
1219,1.603412134,0.827466374,0.194442755,0.194442755,3.773784952,19.40820551,11.07871004,21.56039092,0.000179578
1220,1.603577671,0.827636308,0.194622356,0.194622356,3.777656405,19.41018741,11.03504102,21.55587119,0.000179601
1221,1.603743125,0.827805895,0.19480198,0.19480198,3.78152754,19.41216175,10.99150758,21.55135485,0.000179624
1222,1.603908497,0.827975135,0.194981626,0.194981626,3.785398358,19.41412854,10.94810924,21.54684189,0.000179647
1223,1.604073786,0.828144029,0.195161296,0.195161296,3.78926886,19.41608781,10.90484555,21.54233233,0.00017967
1224,1.604238994,0.828312578,0.195340988,0.195340988,3.793139044,19.41803958,10.86171604,21.53782616,0.000179692
1225,1.604404119,0.828480783,0.195520704,0.195520704,3.797008913,19.41998387,10.81872028,21.53332338,0.000179715
1226,1.604569163,0.828648644,0.195700442,0.195700442,3.800878465,19.4219207,10.77585779,21.528824,0.000179738
1227,1.604734125,0.828816163,0.195880203,0.195880203,3.8047477,19.4238501,10.73312813,21.52432802,0.000179761
1228,1.604899005,0.82898334,0.196059987,0.196059987,3.80861662,19.42577208,10.69053085,21.51983544,0.000179784
1229,1.605063804,0.829150177,0.196239794,0.196239794,3.812485225,19.42768668,10.64806549,21.51534626,0.000179807
1230,1.605228521,0.829316673,0.196419623,0.196419623,3.816353513,19.4295939,10.60573162,21.51086049,0.00017983
1231,1.605393157,0.829482831,0.196599476,0.196599476,3.820221487,19.43149378,10.56352879,21.50637812,0.000179852
1232,1.605557712,0.829648651,0.196779351,0.196779351,3.824089146,19.43338633,10.52145655,21.50189917,0.000179875
1233,1.605722186,0.829814133,0.196959249,0.196959249,3.827956489,19.43527157,10.47951445,21.49742362,0.000179898
1234,1.605886579,0.829979279,0.19713917,0.19713917,3.831823518,19.43714953,10.43770207,21.49295149,0.000179921
1235,1.606050891,0.83014409,0.197319113,0.197319113,3.835690233,19.43902023,10.39601895,21.48848277,0.000179944
1236,1.606215122,0.830308566,0.19749908,0.19749908,3.839556633,19.44088368,10.35446467,21.48401747,0.000179966
1237,1.606379273,0.830472708,0.197679069,0.197679069,3.84342272,19.44273992,10.31303878,21.47955558,0.000179989
1238,1.606543344,0.830636517,0.197859081,0.197859081,3.847288492,19.44458895,10.27174086,21.47509712,0.000180012
1239,1.606707334,0.830799994,0.198039115,0.198039115,3.851153951,19.44643081,10.23057047,21.47064207,0.000180035
1240,1.606871244,0.83096314,0.198219173,0.198219173,3.855019097,19.44826551,10.18952717,21.46619045,0.000180057
1241,1.607035074,0.831125956,0.198399253,0.198399253,3.858883929,19.45009307,10.14861055,21.46174226,0.00018008
1242,1.607198825,0.831288442,0.198579355,0.198579355,3.862748449,19.45191352,10.10782016,21.45729748,0.000180103
1243,1.607362495,0.831450599,0.198759481,0.198759481,3.866612655,19.45372687,10.06715559,21.45285614,0.000180126
1244,1.607526085,0.831612429,0.198939629,0.198939629,3.870476549,19.45553315,10.02661641,21.44841822,0.000180148
1245,1.607689596,0.831773931,0.1991198,0.1991198,3.874340131,19.45733237,9.9862022,21.44398373,0.000180171
1246,1.607853028,0.831935108,0.199299994,0.199299994,3.878203401,19.45912456,9.945912532,21.43955267,0.000180194
1247,1.60801638,0.832095959,0.19948021,0.19948021,3.882066359,19.46090974,9.90574699,21.43512505,0.000180216
1248,1.608179653,0.832256485,0.199660449,0.199660449,3.885929006,19.46268792,9.865705154,21.43070085,0.000180239
1249,1.608342846,0.832416688,0.19984071,0.19984071,3.88979134,19.46445913,9.825786608,21.4262801,0.000180262
1250,1.608505961,0.832576568,0.200020995,0.200020995,3.893653364,19.46622339,9.785990936,21.42186277,0.000180284
1251,1.608668997,0.832736125,0.200201301,0.200201301,3.897515077,19.46798072,9.746317723,21.41744888,0.000180307
1252,1.608831954,0.832895362,0.200381631,0.200381631,3.901376479,19.46973113,9.706766559,21.41303843,0.000180329
1253,1.608994832,0.833054278,0.200561983,0.200561983,3.90523757,19.47147466,9.667337031,21.40863142,0.000180352
1254,1.609157632,0.833212875,0.200742358,0.200742358,3.909098352,19.47321131,9.62802873,21.40422785,0.000180375
1255,1.609320354,0.833371153,0.200922755,0.200922755,3.912958823,19.47494111,9.588841249,21.39982771,0.000180397
1256,1.609482997,0.833529112,0.201103175,0.201103175,3.916818984,19.47666408,9.549774181,21.39543102,0.00018042
1257,1.609645561,0.833686755,0.201283617,0.201283617,3.920678836,19.47838024,9.51082712,21.39103777,0.000180442
1258,1.609808048,0.833844082,0.201464082,0.201464082,3.924538378,19.4800896,9.471999664,21.38664796,0.000180465
1259,1.609970457,0.834001092,0.20164457,0.20164457,3.928397611,19.4817922,9.43329141,21.38226159,0.000180488
1260,1.610132788,0.834157788,0.20182508,0.20182508,3.932256535,19.48348804,9.394701959,21.37787867,0.00018051
1261,1.610295041,0.83431417,0.202005613,0.202005613,3.93611515,19.48517714,9.35623091,21.37349919,0.000180533
1262,1.610457216,0.834470239,0.202186168,0.202186168,3.939973457,19.48685953,9.317877866,21.36912316,0.000180555
1263,1.610619314,0.834625996,0.202366746,0.202366746,3.943831456,19.48853523,9.279642432,21.36475057,0.000180578
1264,1.610781335,0.834781441,0.202547346,0.202547346,3.947689147,19.49020425,9.241524212,21.36038143,0.0001806
1265,1.610943278,0.834936575,0.202727969,0.202727969,3.95154653,19.49186662,9.203522814,21.35601574,0.000180623
1266,1.611105144,0.835091399,0.202908614,0.202908614,3.955403605,19.49352235,9.165637845,21.35165349,0.000180645
1267,1.611266933,0.835245914,0.203089282,0.203089282,3.959260374,19.49517146,9.127868915,21.34729469,0.000180668
1268,1.611428645,0.83540012,0.203269972,0.203269972,3.963116835,19.49681397,9.090215635,21.34293934,0.00018069
1269,1.61159028,0.835554019,0.203450685,0.203450685,3.966972989,19.49844991,9.052677618,21.33858743,0.000180713
