i,u,eta_F,load,power,prod,eff,eff_m,prod_m,power_m
2580,1.78216559,0.916685691,0.457415266,0.457415266,8.848369432,19.34428099,-3.545038908,17.72345459,0.000205501
2581,1.782275516,0.916707698,0.457620783,0.457620783,8.852011547,19.34355227,-3.545765659,17.72166493,0.000205518
2582,1.782385422,0.916729682,0.457826318,0.457826318,8.85565359,19.34282335,-3.546489355,17.71987611,0.000205534
2583,1.782495308,0.916751641,0.458031869,0.458031869,8.859295561,19.34209422,-3.547210002,17.71808812,0.000205551
2584,1.782605174,0.916773575,0.458237437,0.458237437,8.862937459,19.34136488,-3.547927608,17.71630096,0.000205568
2585,1.782715019,0.916795485,0.458443021,0.458443021,8.866579286,19.34063533,-3.54864218,17.71451464,0.000205584
2586,1.782824845,0.916817371,0.458648622,0.458648622,8.870221042,19.33990558,-3.549353725,17.71272914,0.000205601
2587,1.78293465,0.916839232,0.45885424,0.45885424,8.873862725,19.33917562,-3.550062251,17.71094447,0.000205618
2588,1.783044435,0.916861069,0.459059874,0.459059874,8.877504337,19.33844547,-3.550767765,17.70916062,0.000205634
2589,1.7831542,0.916882882,0.459265525,0.459265525,8.881145877,19.3377151,-3.551470273,17.70737761,0.000205651
2590,1.783263945,0.91690467,0.459471193,0.459471193,8.884787346,19.33698454,-3.552169783,17.70559542,0.000205668
2591,1.78337367,0.916926435,0.459676877,0.459676877,8.888428743,19.33625377,-3.552866302,17.70381405,0.000205684
2592,1.783483374,0.916948175,0.459882578,0.459882578,8.892070069,19.3355228,-3.553559838,17.70203351,0.000205701
2593,1.783593059,0.916969891,0.460088296,0.460088296,8.895711323,19.33479162,-3.554250396,17.70025379,0.000205718
2594,1.783702724,0.916991583,0.46029403,0.46029403,8.899352507,19.33406025,-3.554937985,17.69847489,0.000205734
2595,1.783812368,0.917013251,0.460499781,0.460499781,8.902993619,19.33332868,-3.555622611,17.69669682,0.000205751
2596,1.783921993,0.917034895,0.460705548,0.460705548,8.90663466,19.33259691,-3.556304281,17.69491956,0.000205768
2597,1.784031598,0.917056515,0.460911333,0.460911333,8.91027563,19.33186493,-3.556983002,17.69314313,0.000205784
2598,1.784141182,0.917078111,0.461117134,0.461117134,8.913916529,19.33113277,-3.557658782,17.69136751,0.000205801
2599,1.784250747,0.917099683,0.461322951,0.461322951,8.917557357,19.3304004,-3.558331627,17.68959272,0.000205818
2600,1.784360292,0.917121231,0.461528785,0.461528785,8.921198114,19.32966783,-3.559001545,17.68781874,0.000205834
2601,1.784469817,0.917142755,0.461734636,0.461734636,8.924838801,19.32893507,-3.559668541,17.68604558,0.000205851
2602,1.784579321,0.917164256,0.461940503,0.461940503,8.928479417,19.32820212,-3.560332624,17.68427323,0.000205867
2603,1.784688806,0.917185733,0.462146388,0.462146388,8.932119962,19.32746897,-3.5609938,17.6825017,0.000205884
2604,1.784798271,0.917207186,0.462352288,0.462352288,8.935760437,19.32673562,-3.561652075,17.68073098,0.000205901
2605,1.784907717,0.917228615,0.462558206,0.462558206,8.939400842,19.32600208,-3.562307457,17.67896107,0.000205917
2606,1.785017142,0.917250021,0.46276414,0.46276414,8.943041176,19.32526834,-3.562959953,17.67719198,0.000205934
2607,1.785126547,0.917271403,0.46297009,0.46297009,8.94668144,19.32453442,-3.563609569,17.6754237,0.000205951
2608,1.785235933,0.917292761,0.463176057,0.463176057,8.950321633,19.3238003,-3.564256313,17.67365623,0.000205967
2609,1.785345299,0.917314096,0.463382041,0.463382041,8.953961756,19.32306598,-3.56490019,17.67188957,0.000205984
2610,1.785454645,0.917335408,0.463588042,0.463588042,8.95760181,19.32233148,-3.565541208,17.67012372,0.000206
2611,1.785563971,0.917356696,0.463794059,0.463794059,8.961241793,19.32159679,-3.566179374,17.66835868,0.000206017
2612,1.785673278,0.91737796,0.464000092,0.464000092,8.964881706,19.3208619,-3.566814695,17.66659444,0.000206034
2613,1.785782564,0.917399201,0.464206143,0.464206143,8.968521549,19.32012683,-3.567447176,17.66483101,0.00020605
2614,1.785891831,0.917420419,0.464412209,0.464412209,8.972161323,19.31939157,-3.568076825,17.66306839,0.000206067
2615,1.786001079,0.917441613,0.464618293,0.464618293,8.975801027,19.31865612,-3.568703649,17.66130657,0.000206083
2616,1.786110306,0.917462784,0.464824393,0.464824393,8.979440661,19.31792048,-3.569327654,17.65954556,0.0002061
2617,1.786219514,0.917483931,0.46503051,0.46503051,8.983080225,19.31718465,-3.569948846,17.65778535,0.000206117
2618,1.786328702,0.917505056,0.465236643,0.465236643,8.98671972,19.31644864,-3.570567234,17.65602594,0.000206133
2619,1.786437871,0.917526157,0.465442793,0.465442793,8.990359146,19.31571244,-3.571182822,17.65426733,0.00020615
2620,1.786547019,0.917547235,0.465648959,0.465648959,8.993998502,19.31497606,-3.571795618,17.65250953,0.000206166
2621,1.786656149,0.91756829,0.465855143,0.465855143,8.997637788,19.31423949,-3.572405629,17.65075252,0.000206183
2622,1.786765258,0.917589322,0.466061342,0.466061342,9.001277006,19.31350273,-3.57301286,17.64899632,0.0002062
2623,1.786874348,0.91761033,0.466267558,0.466267558,9.004916154,19.31276579,-3.573617319,17.64724091,0.000206216
2624,1.786983418,0.917631316,0.466473791,0.466473791,9.008555233,19.31202867,-3.574219012,17.6454863,0.000206233
2625,1.787092469,0.917652278,0.466680041,0.466680041,9.012194243,19.31129137,-3.574817946,17.64373249,0.000206249
2626,1.7872015,0.917673218,0.466886307,0.466886307,9.015833184,19.31055388,-3.575414127,17.64197947,0.000206266
2627,1.787310512,0.917694135,0.467092589,0.467092589,9.019472057,19.30981621,-3.576007561,17.64022725,0.000206283
2628,1.787419504,0.917715028,0.467298889,0.467298889,9.02311086,19.30907836,-3.576598256,17.63847582,0.000206299
2629,1.787528476,0.917735899,0.467505204,0.467505204,9.026749594,19.30834033,-3.577186217,17.63672519,0.000206316
2630,1.787637429,0.917756747,0.467711537,0.467711537,9.03038826,19.30760212,-3.577771452,17.63497535,0.000206332
2631,1.787746363,0.917777572,0.467917886,0.467917886,9.034026857,19.30686373,-3.578353966,17.6332263,0.000206349
2632,1.787855277,0.917798374,0.468124251,0.468124251,9.037665386,19.30612517,-3.578933766,17.63147805,0.000206365
2633,1.787964171,0.917819154,0.468330633,0.468330633,9.041303846,19.30538642,-3.579510858,17.62973058,0.000206382
2634,1.788073046,0.917839911,0.468537032,0.468537032,9.044942238,19.30464749,-3.580085249,17.6279839,0.000206399
2635,1.788181902,0.917860645,0.468743447,0.468743447,9.048580561,19.30390839,-3.580656945,17.62623802,0.000206415
2636,1.788290738,0.917881357,0.468949879,0.468949879,9.052218816,19.30316911,-3.581225953,17.62449292,0.000206432
2637,1.788399555,0.917902045,0.469156327,0.469156327,9.055857003,19.30242966,-3.581792279,17.6227486,0.000206448
2638,1.788508352,0.917922712,0.469362792,0.469362792,9.059495121,19.30169003,-3.582355929,17.62100508,0.000206465
2639,1.78861713,0.917943355,0.469569273,0.469569273,9.063133172,19.30095022,-3.582916909,17.61926234,0.000206481
2640,1.788725889,0.917963977,0.469775771,0.469775771,9.066771154,19.30021024,-3.583475226,17.61752038,0.000206498
2641,1.788834628,0.917984575,0.469982286,0.469982286,9.070409069,19.29947009,-3.584030887,17.61577921,0.000206515
2642,1.788943348,0.918005152,0.470188817,0.470188817,9.074046915,19.29872976,-3.584583896,17.61403883,0.000206531
2643,1.789052048,0.918025705,0.470395365,0.470395365,9.077684694,19.29798926,-3.585134262,17.61229922,0.000206548
2644,1.78916073,0.918046237,0.470601929,0.470601929,9.081322405,19.29724859,-3.585681989,17.6105604,0.000206564
2645,1.789269392,0.918066746,0.47080851,0.47080851,9.084960048,19.29650774,-3.586227084,17.60882236,0.000206581
2646,1.789378034,0.918087233,0.471015107,0.471015107,9.088597624,19.29576672,-3.586769554,17.6070851,0.000206597
2647,1.789486658,0.918107697,0.471221721,0.471221721,9.092235132,19.29502554,-3.587309404,17.60534861,0.000206614
2648,1.789595262,0.918128139,0.471428351,0.471428351,9.095872572,19.29428418,-3.587846641,17.60361291,0.00020663
2649,1.789703847,0.918148559,0.471634998,0.471634998,9.099509946,19.29354265,-3.588381271,17.60187798,0.000206647
2650,1.789812412,0.918168957,0.471841661,0.471841661,9.103147251,19.29280095,-3.5889133,17.60014384,0.000206663
2651,1.789920959,0.918189332,0.472048341,0.472048341,9.10678449,19.29205909,-3.589442734,17.59841046,0.00020668
2652,1.790029486,0.918209686,0.472255038,0.472255038,9.110421661,19.29131705,-3.589969579,17.59667787,0.000206696
2653,1.790137994,0.918230017,0.472461751,0.472461751,9.114058765,19.29057485,-3.590493842,17.59494605,0.000206713
2654,1.790246483,0.918250326,0.47266848,0.47266848,9.117695802,19.28983248,-3.591015528,17.593215,0.00020673
2655,1.790354952,0.918270613,0.472875226,0.472875226,9.121332772,19.28908995,-3.591534644,17.59148472,0.000206746
2656,1.790463403,0.918290878,0.473081989,0.473081989,9.124969675,19.28834724,-3.592051196,17.58975522,0.000206763
2657,1.790571834,0.918311122,0.473288768,0.473288768,9.128606511,19.28760438,-3.592565189,17.58802649,0.000206779
2658,1.790680246,0.918331343,0.473495563,0.473495563,9.13224328,19.28686134,-3.59307663,17.58629853,0.000206796
2659,1.790788639,0.918351542,0.473702376,0.473702376,9.135879983,19.28611815,-3.593585524,17.58457134,0.000206812
2660,1.790897014,0.91837172,0.473909204,0.473909204,9.139516619,19.28537479,-3.594091879,17.58284493,0.000206829
2661,1.791005368,0.918391875,0.474116049,0.474116049,9.143153188,19.28463126,-3.594595699,17.58111927,0.000206845
2662,1.791113704,0.918412009,0.474322911,0.474322911,9.14678969,19.28388757,-3.595096991,17.57939439,0.000206862
2663,1.791222021,0.918432121,0.474529789,0.474529789,9.150426127,19.28314372,-3.59559576,17.57767028,0.000206878
2664,1.791330319,0.918452211,0.474736684,0.474736684,9.154062496,19.28239971,-3.596092013,17.57594693,0.000206895
2665,1.791438598,0.918472279,0.474943595,0.474943595,9.1576988,19.28165554,-3.596585756,17.57422434,0.000206911
2666,1.791546857,0.918492326,0.475150523,0.475150523,9.161335036,19.2809112,-3.597076994,17.57250252,0.000206928
2667,1.791655098,0.918512351,0.475357467,0.475357467,9.164971207,19.28016671,-3.597565734,17.57078147,0.000206944
2668,1.79176332,0.918532354,0.475564428,0.475564428,9.168607312,19.27942205,-3.59805198,17.56906118,0.000206961
2669,1.791871523,0.918552336,0.475771405,0.475771405,9.17224335,19.27867724,-3.59853574,17.56734165,0.000206977
2670,1.791979707,0.918572296,0.475978398,0.475978398,9.175879323,19.27793226,-3.599017019,17.56562288,0.000206994
2671,1.792087871,0.918592235,0.476185408,0.476185408,9.179515229,19.27718713,-3.599495823,17.56390488,0.00020701
2672,1.792196017,0.918612152,0.476392435,0.476392435,9.183151069,19.27644184,-3.599972157,17.56218763,0.000207027
2673,1.792304144,0.918632048,0.476599478,0.476599478,9.186786844,19.27569639,-3.600446028,17.56047114,0.000207043
2674,1.792412253,0.918651922,0.476806538,0.476806538,9.190422553,19.27495079,-3.600917441,17.55875542,0.00020706
2675,1.792520342,0.918671775,0.477013614,0.477013614,9.194058196,19.27420503,-3.601386403,17.55704045,0.000207076
2676,1.792628412,0.918691606,0.477220706,0.477220706,9.197693774,19.27345911,-3.601852918,17.55532624,0.000207093
2677,1.792736464,0.918711416,0.477427816,0.477427816,9.201329286,19.27271304,-3.602316992,17.55361278,0.000207109
2678,1.792844496,0.918731205,0.477634941,0.477634941,9.204964732,19.27196681,-3.602778633,17.55190008,0.000207126
2679,1.79295251,0.918750972,0.477842083,0.477842083,9.208600113,19.27122043,-3.603237844,17.55018814,0.000207142
2680,1.793060505,0.918770718,0.478049241,0.478049241,9.212235428,19.27047389,-3.603694632,17.54847695,0.000207158
2681,1.793168481,0.918790443,0.478256416,0.478256416,9.215870678,19.26972721,-3.604149003,17.54676651,0.000207175
2682,1.793276439,0.918810147,0.478463608,0.478463608,9.219505863,19.26898036,-3.604600961,17.54505682,0.000207191
2683,1.793384377,0.918829829,0.478670816,0.478670816,9.223140983,19.26823337,-3.605050514,17.54334789,0.000207208
2684,1.793492297,0.91884949,0.47887804,0.47887804,9.226776038,19.26748622,-3.605497666,17.54163971,0.000207224
2685,1.793600198,0.918869131,0.479085281,0.479085281,9.230411027,19.26673892,-3.605942424,17.53993228,0.000207241
2686,1.79370808,0.91888875,0.479292538,0.479292538,9.234045951,19.26599147,-3.606384792,17.5382256,0.000207257
2687,1.793815944,0.918908348,0.479499812,0.479499812,9.237680811,19.26524387,-3.606824777,17.53651967,0.000207274
2688,1.793923789,0.918927925,0.479707102,0.479707102,9.241315606,19.26449612,-3.607262384,17.53481449,0.00020729
2689,1.794031615,0.918947481,0.479914409,0.479914409,9.244950335,19.26374822,-3.607697619,17.53311005,0.000207307
2690,1.794139422,0.918967016,0.480121732,0.480121732,9.248585,19.26300018,-3.608130487,17.53140637,0.000207323
2691,1.794247211,0.91898653,0.480329071,0.480329071,9.252219601,19.26225198,-3.608560994,17.52970342,0.00020734
2692,1.794354981,0.919006023,0.480536427,0.480536427,9.255854136,19.26150363,-3.608989145,17.52800123,0.000207356
2693,1.794462733,0.919025495,0.4807438,0.4807438,9.259488607,19.26075514,-3.609414946,17.52629978,0.000207372
2694,1.794570466,0.919044947,0.480951188,0.480951188,9.263123014,19.2600065,-3.609838403,17.52459907,0.000207389
2695,1.79467818,0.919064377,0.481158594,0.481158594,9.266757356,19.25925771,-3.610259521,17.52289911,0.000207405
2696,1.794785875,0.919083787,0.481366015,0.481366015,9.270391634,19.25850878,-3.610678305,17.52119988,0.000207422
2697,1.794893552,0.919103176,0.481573454,0.481573454,9.274025847,19.2577597,-3.611094761,17.5195014,0.000207438
2698,1.795001211,0.919122544,0.481780908,0.481780908,9.277659997,19.25701048,-3.611508895,17.51780366,0.000207455
2699,1.795108851,0.919141892,0.481988379,0.481988379,9.281294082,19.25626111,-3.611920711,17.51610667,0.000207471
2700,1.795216472,0.919161219,0.482195867,0.482195867,9.284928103,19.25551159,-3.612330216,17.51441041,0.000207487
2701,1.795324075,0.919180525,0.482403371,0.482403371,9.288562059,19.25476194,-3.612737415,17.51271489,0.000207504
2702,1.795431659,0.919199811,0.482610891,0.482610891,9.292195952,19.25401214,-3.613142313,17.51102011,0.00020752
2703,1.795539225,0.919219076,0.482818428,0.482818428,9.295829781,19.25326219,-3.613544916,17.50932606,0.000207537
2704,1.795646772,0.91923832,0.483025981,0.483025981,9.299463546,19.25251211,-3.613945228,17.50763275,0.000207553
2705,1.795754301,0.919257544,0.483233551,0.483233551,9.303097247,19.25176188,-3.614343257,17.50594018,0.00020757
2706,1.795861811,0.919276747,0.483441137,0.483441137,9.306730885,19.25101151,-3.614739006,17.50424835,0.000207586
2707,1.795969303,0.91929593,0.483648739,0.483648739,9.310364458,19.250261,-3.615132481,17.50255724,0.000207602
2708,1.796076776,0.919315093,0.483856358,0.483856358,9.313997968,19.24951035,-3.615523688,17.50086688,0.000207619
2709,1.796184231,0.919334235,0.484063993,0.484063993,9.317631415,19.24875956,-3.615912631,17.49917724,0.000207635
2710,1.796291667,0.919353356,0.484271645,0.484271645,9.321264798,19.24800863,-3.616299317,17.49748834,0.000207652
2711,1.796399085,0.919372458,0.484479313,0.484479313,9.324898118,19.24725756,-3.61668375,17.49580017,0.000207668
2712,1.796506485,0.919391539,0.484686997,0.484686997,9.328531374,19.24650635,-3.617065936,17.49411273,0.000207685
2713,1.796613866,0.919410599,0.484894698,0.484894698,9.332164567,19.245755,-3.61744588,17.49242602,0.000207701
2714,1.796721229,0.91942964,0.485102416,0.485102416,9.335797696,19.24500352,-3.617823588,17.49074004,0.000207717
2715,1.796828574,0.91944866,0.485310149,0.485310149,9.339430763,19.24425189,-3.618199064,17.48905479,0.000207734
2716,1.7969359,0.91946766,0.4855179,0.4855179,9.343063766,19.24350014,-3.618572314,17.48737027,0.00020775
2717,1.797043208,0.91948664,0.485725666,0.485725666,9.346696706,19.24274824,-3.618943343,17.48568647,0.000207767
2718,1.797150497,0.919505599,0.485933449,0.485933449,9.350329583,19.24199621,-3.619312156,17.4840034,0.000207783
2719,1.797257768,0.919524539,0.486141248,0.486141248,9.353962397,19.24124404,-3.619678759,17.48232106,0.000207799
2720,1.797365021,0.919543458,0.486349064,0.486349064,9.357595149,19.24049174,-3.620043157,17.48063944,0.000207816
2721,1.797472256,0.919562357,0.486556896,0.486556896,9.361227837,19.2397393,-3.620405354,17.47895855,0.000207832
2722,1.797579472,0.919581236,0.486764745,0.486764745,9.364860463,19.23898673,-3.620765356,17.47727838,0.000207848
2723,1.79768667,0.919600096,0.486972609,0.486972609,9.368493026,19.23823403,-3.621123169,17.47559894,0.000207865
2724,1.79779385,0.919618935,0.487180491,0.487180491,9.372125526,19.23748119,-3.621478797,17.47392021,0.000207881
2725,1.797901012,0.919637754,0.487388388,0.487388388,9.375757964,19.23672822,-3.621832246,17.47224221,0.000207898
2726,1.798008155,0.919656553,0.487596302,0.487596302,9.379390339,19.23597512,-3.62218352,17.47056493,0.000207914
2727,1.79811528,0.919675333,0.487804233,0.487804233,9.383022652,19.23522188,-3.622532624,17.46888837,0.00020793
2728,1.798222387,0.919694092,0.488012179,0.488012179,9.386654903,19.23446852,-3.622879565,17.46721253,0.000207947
2729,1.798329476,0.919712832,0.488220143,0.488220143,9.390287091,19.23371502,-3.623224347,17.46553741,0.000207963
2730,1.798436547,0.919731552,0.488428122,0.488428122,9.393919216,19.23296139,-3.623566974,17.46386301,0.00020798
2731,1.798543599,0.919750252,0.488636118,0.488636118,9.39755128,19.23220764,-3.623907453,17.46218932,0.000207996
2732,1.798650634,0.919768932,0.48884413,0.48884413,9.401183281,19.23145375,-3.624245788,17.46051636,0.000208012
2733,1.79875765,0.919787592,0.489052159,0.489052159,9.40481522,19.23069973,-3.624581983,17.4588441,0.000208029
2734,1.798864648,0.919806233,0.489260204,0.489260204,9.408447098,19.22994559,-3.624916045,17.45717257,0.000208045
2735,1.798971628,0.919824854,0.489468265,0.489468265,9.412078913,19.22919131,-3.625247978,17.45550175,0.000208061
2736,1.79907859,0.919843456,0.489676343,0.489676343,9.415710666,19.22843691,-3.625577788,17.45383164,0.000208078
2737,1.799185534,0.919862038,0.489884437,0.489884437,9.419342358,19.22768238,-3.625905478,17.45216225,0.000208094
2738,1.799292459,0.9198806,0.490092547,0.490092547,9.422973987,19.22692772,-3.626231055,17.45049357,0.00020811
2739,1.799399367,0.919899142,0.490300674,0.490300674,9.426605555,19.22617294,-3.626554522,17.4488256,0.000208127
2740,1.799506257,0.919917665,0.490508817,0.490508817,9.430237061,19.22541803,-3.626875886,17.44715834,0.000208143
2741,1.799613128,0.919936169,0.490716977,0.490716977,9.433868506,19.224663,-3.627195151,17.44549179,0.000208159
2742,1.799719982,0.919954653,0.490925153,0.490925153,9.437499889,19.22390784,-3.627512321,17.44382596,0.000208176
2743,1.799826818,0.919973118,0.491133345,0.491133345,9.441131211,19.22315255,-3.627827403,17.44216083,0.000208192
2744,1.799933635,0.919991563,0.491341553,0.491341553,9.444762471,19.22239714,-3.6281404,17.44049641,0.000208209
2745,1.800040435,0.920009988,0.491549778,0.491549778,9.448393669,19.22164161,-3.628451318,17.4388327,0.000208225
2746,1.800147217,0.920028395,0.491758019,0.491758019,9.452024807,19.22088595,-3.628760161,17.4371697,0.000208241
2747,1.80025398,0.920046782,0.491966277,0.491966277,9.455655883,19.22013017,-3.629066935,17.4355074,0.000208258
2748,1.800360726,0.920065149,0.492174551,0.492174551,9.459286898,19.21937427,-3.629371643,17.43384581,0.000208274
2749,1.800467454,0.920083498,0.492382841,0.492382841,9.462917851,19.21861824,-3.629674292,17.43218493,0.00020829
2750,1.800574164,0.920101827,0.492591148,0.492591148,9.466548744,19.21786209,-3.629974886,17.43052474,0.000208307
2751,1.800680856,0.920120136,0.492799471,0.492799471,9.470179575,19.21710582,-3.63027343,17.42886527,0.000208323
2752,1.80078753,0.920138427,0.49300781,0.49300781,9.473810346,19.21634943,-3.630569928,17.42720649,0.000208339
2753,1.800894187,0.920156698,0.493216165,0.493216165,9.477441056,19.21559292,-3.630864386,17.42554842,0.000208356
2754,1.801000825,0.92017495,0.493424537,0.493424537,9.481071705,19.21483629,-3.631156808,17.42389106,0.000208372
2755,1.801107446,0.920193184,0.493632925,0.493632925,9.484702293,19.21407954,-3.631447199,17.42223439,0.000208388
2756,1.801214048,0.920211397,0.49384133,0.49384133,9.48833282,19.21332267,-3.631735563,17.42057842,0.000208405
2757,1.801320633,0.920229592,0.494049751,0.494049751,9.491963287,19.21256568,-3.632021906,17.41892315,0.000208421
2758,1.8014272,0.920247768,0.494258188,0.494258188,9.495593693,19.21180857,-3.632306232,17.41726859,0.000208437
2759,1.80153375,0.920265925,0.494466641,0.494466641,9.499224038,19.21105135,-3.632588546,17.41561472,0.000208453
2760,1.801640281,0.920284062,0.494675111,0.494675111,9.502854323,19.21029401,-3.632868853,17.41396154,0.00020847
2761,1.801746795,0.920302181,0.494883597,0.494883597,9.506484548,19.20953654,-3.633147157,17.41230907,0.000208486
2762,1.801853291,0.920320281,0.4950921,0.4950921,9.510114712,19.20877897,-3.633423463,17.41065729,0.000208502
2763,1.801959769,0.920338361,0.495300618,0.495300618,9.513744815,19.20802127,-3.633697776,17.40900621,0.000208519
2764,1.802066229,0.920356423,0.495509153,0.495509153,9.517374859,19.20726346,-3.6339701,17.40735582,0.000208535
2765,1.802172672,0.920374466,0.495717705,0.495717705,9.521004842,19.20650554,-3.634240441,17.40570613,0.000208551
2766,1.802279097,0.92039249,0.495926272,0.495926272,9.524634765,19.2057475,-3.634508802,17.40405713,0.000208568
2767,1.802385504,0.920410496,0.496134856,0.496134856,9.528264628,19.20498934,-3.634775188,17.40240883,0.000208584
2768,1.802491894,0.920428482,0.496343457,0.496343457,9.531894431,19.20423107,-3.635039605,17.40076122,0.0002086
2769,1.802598266,0.92044645,0.496552073,0.496552073,9.535524174,19.20347269,-3.635302056,17.3991143,0.000208617
2770,1.80270462,0.920464399,0.496760706,0.496760706,9.539153857,19.20271419,-3.635562547,17.39746807,0.000208633
2771,1.802810957,0.920482329,0.496969355,0.496969355,9.54278348,19.20195558,-3.635821082,17.39582253,0.000208649
2772,1.802917276,0.920500241,0.497178021,0.497178021,9.546413044,19.20119685,-3.636077665,17.39417768,0.000208665
2773,1.803023577,0.920518133,0.497386702,0.497386702,9.550042547,19.20043802,-3.636332301,17.39253352,0.000208682
2774,1.803129861,0.920536008,0.4975954,0.4975954,9.553671991,19.19967907,-3.636584994,17.39089005,0.000208698
2775,1.803236127,0.920553863,0.497804115,0.497804115,9.557301376,19.19892001,-3.63683575,17.38924727,0.000208714
2776,1.803342375,0.9205717,0.498012845,0.498012845,9.5609307,19.19816084,-3.637084573,17.38760517,0.000208731
2777,1.803448606,0.920589519,0.498221592,0.498221592,9.564559965,19.19740156,-3.637331466,17.38596377,0.000208747
2778,1.80355482,0.920607318,0.498430355,0.498430355,9.568189171,19.19664217,-3.637576436,17.38432304,0.000208763
2779,1.803661016,0.9206251,0.498639134,0.498639134,9.571818317,19.19588266,-3.637819486,17.38268301,0.000208779
2780,1.803767194,0.920642862,0.49884793,0.49884793,9.575447404,19.19512305,-3.638060621,17.38104365,0.000208796
2781,1.803873355,0.920660607,0.499056742,0.499056742,9.579076432,19.19436333,-3.638299845,17.37940499,0.000208812
2782,1.803979498,0.920678333,0.49926557,0.49926557,9.5827054,19.1936035,-3.638537162,17.377767,0.000208828
2783,1.804085623,0.92069604,0.499474415,0.499474415,9.58633431,19.19284357,-3.638772578,17.3761297,0.000208845
2784,1.804191732,0.920713729,0.499683276,0.499683276,9.58996316,19.19208352,-3.639006097,17.37449308,0.000208861
2785,1.804297822,0.9207314,0.499892153,0.499892153,9.593591951,19.19132337,-3.639237723,17.37285714,0.000208877
2786,1.804403896,0.920749052,0.500101046,0.500101046,9.597220683,19.19056311,-3.63946746,17.37122188,0.000208893
2787,1.804509951,0.920766686,0.500309956,0.500309956,9.600849356,19.18980274,-3.639695314,17.36958731,0.00020891
2788,1.80461599,0.920784302,0.500518881,0.500518881,9.60447797,19.18904227,-3.639921288,17.36795341,0.000208926
2789,1.804722011,0.920801899,0.500727823,0.500727823,9.608106525,19.18828169,-3.640145387,17.36632019,0.000208942
2790,1.804828014,0.920819479,0.500936782,0.500936782,9.611735021,19.187521,-3.640367615,17.36468765,0.000208958
2791,1.804934,0.92083704,0.501145756,0.501145756,9.615363459,19.18676021,-3.640587976,17.36305579,0.000208975
2792,1.805039969,0.920854582,0.501354747,0.501354747,9.618991838,19.18599932,-3.640806476,17.3614246,0.000208991
2793,1.80514592,0.920872107,0.501563754,0.501563754,9.622620159,19.18523832,-3.641023118,17.35979409,0.000209007
2794,1.805251854,0.920889613,0.501772778,0.501772778,9.626248421,19.18447721,-3.641237907,17.35816426,0.000209023
2795,1.80535777,0.920907102,0.501981817,0.501981817,9.629876624,19.183716,-3.641450847,17.3565351,0.00020904
2796,1.80546367,0.920924572,0.502190873,0.502190873,9.633504769,19.18295469,-3.641661943,17.35490661,0.000209056
2797,1.805569551,0.920942024,0.502399945,0.502399945,9.637132855,19.18219328,-3.641871198,17.3532788,0.000209072
2798,1.805675416,0.920959458,0.502609034,0.502609034,9.640760883,19.18143176,-3.642078617,17.35165167,0.000209088
2799,1.805781263,0.920976874,0.502818138,0.502818138,9.644388853,19.18067015,-3.642284205,17.3500252,0.000209105
2800,1.805887093,0.920994272,0.503027259,0.503027259,9.648016765,19.17990843,-3.642487965,17.34839941,0.000209121
2801,1.805992906,0.921011653,0.503236396,0.503236396,9.651644618,19.1791466,-3.642689903,17.34677429,0.000209137
2802,1.806098701,0.921029015,0.503445549,0.503445549,9.655272414,19.17838468,-3.642890021,17.34514984,0.000209153
2803,1.806204479,0.921046359,0.503654719,0.503654719,9.658900151,19.17762266,-3.643088325,17.34352605,0.00020917
2804,1.80631024,0.921063685,0.503863905,0.503863905,9.66252783,19.17686053,-3.643284819,17.34190294,0.000209186
2805,1.806415983,0.921080994,0.504073107,0.504073107,9.666155451,19.17609831,-3.643479507,17.3402805,0.000209202
2806,1.80652171,0.921098284,0.504282325,0.504282325,9.669783015,19.17533599,-3.643672393,17.33865873,0.000209218
2807,1.806627419,0.921115557,0.504491559,0.504491559,9.67341052,19.17457357,-3.643863482,17.33703762,0.000209234
2808,1.806733111,0.921132812,0.50470081,0.50470081,9.677037968,19.17381105,-3.644052777,17.33541718,0.000209251
2809,1.806838785,0.921150049,0.504910077,0.504910077,9.680665358,19.17304843,-3.644240284,17.3337974,0.000209267
2810,1.806944443,0.921167269,0.50511936,0.50511936,9.68429269,19.17228571,-3.644426005,17.3321783,0.000209283
2811,1.807050083,0.921184471,0.505328659,0.505328659,9.687919965,19.1715229,-3.644609945,17.33055985,0.000209299
2812,1.807155706,0.921201655,0.505537975,0.505537975,9.691547182,19.17075998,-3.64479211,17.32894207,0.000209316
2813,1.807261312,0.921218821,0.505747307,0.505747307,9.695174342,19.16999698,-3.644972501,17.32732496,0.000209332
2814,1.807366901,0.92123597,0.505956655,0.505956655,9.698801444,19.16923387,-3.645151125,17.32570851,0.000209348
2815,1.807472473,0.921253101,0.506166019,0.506166019,9.702428488,19.16847067,-3.645327984,17.32409272,0.000209364
2816,1.807578027,0.921270214,0.506375399,0.506375399,9.706055476,19.16770737,-3.645503084,17.32247759,0.00020938
2817,1.807683565,0.92128731,0.506584796,0.506584796,9.709682406,19.16694398,-3.645676427,17.32086312,0.000209397
2818,1.807789085,0.921304388,0.506794209,0.506794209,9.713309279,19.16618049,-3.645848019,17.31924932,0.000209413
2819,1.807894589,0.921321449,0.507003638,0.507003638,9.716936094,19.16541691,-3.646017864,17.31763617,0.000209429
